cost,violations,props,vl,vl_spec_file,matches,set,rank,has_match
14,"{'c_d_no_overlap_bar': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'continuous_x': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'encoding': {'num': 2, 'weight': 0, 'cost_contrib': 0}, 'encoding_field': {'num': 2, 'weight': 6, 'cost_contrib': 12}, 'nominal_y': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'type_n': {'num': 1, 'weight': 2, 'cost_contrib': 2}, 'type_q': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'verde_color_double_enc_scheme': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'verde_ordinal_sort': {'num': 1, 'weight': 0, 'cost_contrib': 0}}","['view(v_v).', 'encoding(v_v,e0).', 'encoding(v_v,e1).', 'type(v_v,e0,nominal).', 'field(v_v,e0,""region"").', 'type(v_v,e1,quantitative).', 'field(v_v,e1,""zero_hr_contract_all_pct"").', 'verde_color_double_enc_scheme(v_v,e0,""region"",nominal,""{""scheme"": ""blues""}"",3).', 'channel(v_v,e1,x).', 'channel(v_v,e0,y).', 'zero(v_v,e1).', 'mark(v_v,bar).', 'verde_ordinal_sort(v_v,e0,y,""region"",""[\'England\', \'North West\', \'North East\', \'Yorkshire and the Humber\', \'West Midlands\', \'East Midlands\', \'South West\', \'South East\', \'Eastern\', \'London\']"").']","{'mark': 'bar', 'encoding': {'y': {'type': 'nominal', 'field': 'region', 'sort': ['England', 'North West', 'North East', 'Yorkshire and the Humber', 'West Midlands', 'East Midlands', 'South West', 'South East', 'Eastern', 'London']}, 'x': {'type': 'quantitative', 'field': 'zero_hr_contract_all_pct', 'scale': {'zero': True}}, 'color': {'field': 'region', 'type': 'nominal', 'scale': {'scheme': 'blues'}}}}",trial_06_st.exp_01a1_verde_m00_c014_vl.json,0,verde,0,True
17,"{'c_d_no_overlap_bar': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'continuous_y': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'encoding': {'num': 2, 'weight': 0, 'cost_contrib': 0}, 'encoding_field': {'num': 2, 'weight': 6, 'cost_contrib': 12}, 'nominal_x': {'num': 1, 'weight': 3, 'cost_contrib': 3}, 'type_n': {'num': 1, 'weight': 2, 'cost_contrib': 2}, 'type_q': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'verde_color_double_enc_scheme': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'verde_ordinal_sort': {'num': 1, 'weight': 0, 'cost_contrib': 0}}","['view(v_v).', 'encoding(v_v,e0).', 'encoding(v_v,e1).', 'type(v_v,e0,nominal).', 'field(v_v,e0,""region"").', 'type(v_v,e1,quantitative).', 'field(v_v,e1,""zero_hr_contract_all_pct"").', 'verde_color_double_enc_scheme(v_v,e0,""region"",nominal,""{""scheme"": ""blues""}"",3).', 'channel(v_v,e0,x).', 'channel(v_v,e1,y).', 'zero(v_v,e1).', 'mark(v_v,bar).', 'verde_ordinal_sort(v_v,e0,x,""region"",""[\'England\', \'North West\', \'North East\', \'Yorkshire and the Humber\', \'West Midlands\', \'East Midlands\', \'South West\', \'South East\', \'Eastern\', \'London\']"").']","{'mark': 'bar', 'encoding': {'x': {'type': 'nominal', 'field': 'region', 'sort': ['England', 'North West', 'North East', 'Yorkshire and the Humber', 'West Midlands', 'East Midlands', 'South West', 'South East', 'Eastern', 'London']}, 'y': {'type': 'quantitative', 'field': 'zero_hr_contract_all_pct', 'scale': {'zero': True}}, 'color': {'field': 'region', 'type': 'nominal', 'scale': {'scheme': 'blues'}}}}",trial_06_st.exp_01a1_verde_m01_c017_vl.json,1,verde,1,True
19,"{'aggregate': {'num': 1, 'weight': 4, 'cost_contrib': 4}, 'aggregate_mean': {'num': 1, 'weight': 1, 'cost_contrib': 1}, 'c_d_no_overlap_bar': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'continuous_x': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'encoding': {'num': 2, 'weight': 0, 'cost_contrib': 0}, 'encoding_field': {'num': 2, 'weight': 6, 'cost_contrib': 12}, 'nominal_y': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'type_n': {'num': 1, 'weight': 2, 'cost_contrib': 2}, 'type_q': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'verde_color_double_enc_scheme': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'verde_ordinal_sort': {'num': 1, 'weight': 0, 'cost_contrib': 0}}","['view(v_v).', 'encoding(v_v,e0).', 'encoding(v_v,e1).', 'type(v_v,e0,nominal).', 'field(v_v,e0,""region"").', 'type(v_v,e1,quantitative).', 'field(v_v,e1,""zero_hr_contract_all_pct"").', 'aggregate(v_v,e1,mean).', 'verde_color_double_enc_scheme(v_v,e0,""region"",nominal,""{""scheme"": ""blues""}"",3).', 'channel(v_v,e1,x).', 'channel(v_v,e0,y).', 'zero(v_v,e1).', 'mark(v_v,bar).', 'verde_ordinal_sort(v_v,e0,y,""region"",""[\'England\', \'North West\', \'North East\', \'Yorkshire and the Humber\', \'West Midlands\', \'East Midlands\', \'South West\', \'South East\', \'Eastern\', \'London\']"").']","{'mark': 'bar', 'encoding': {'y': {'type': 'nominal', 'field': 'region', 'sort': ['England', 'North West', 'North East', 'Yorkshire and the Humber', 'West Midlands', 'East Midlands', 'South West', 'South East', 'Eastern', 'London']}, 'x': {'type': 'quantitative', 'aggregate': 'mean', 'field': 'zero_hr_contract_all_pct', 'scale': {'zero': True}}, 'color': {'field': 'region', 'type': 'nominal', 'scale': {'scheme': 'blues'}}}}",trial_06_st.exp_01a1_verde_m02_c019_vl.json,2,verde,2,True
20,"{'aggregate': {'num': 1, 'weight': 4, 'cost_contrib': 4}, 'aggregate_sum': {'num': 1, 'weight': 2, 'cost_contrib': 2}, 'c_d_no_overlap_bar': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'continuous_x': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'encoding': {'num': 2, 'weight': 0, 'cost_contrib': 0}, 'encoding_field': {'num': 2, 'weight': 6, 'cost_contrib': 12}, 'nominal_y': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'type_n': {'num': 1, 'weight': 2, 'cost_contrib': 2}, 'type_q': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'verde_color_double_enc_scheme': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'verde_ordinal_sort': {'num': 1, 'weight': 0, 'cost_contrib': 0}}","['view(v_v).', 'encoding(v_v,e0).', 'encoding(v_v,e1).', 'type(v_v,e0,nominal).', 'field(v_v,e0,""region"").', 'type(v_v,e1,quantitative).', 'field(v_v,e1,""zero_hr_contract_all_pct"").', 'aggregate(v_v,e1,sum).', 'verde_color_double_enc_scheme(v_v,e0,""region"",nominal,""{""scheme"": ""blues""}"",3).', 'channel(v_v,e1,x).', 'channel(v_v,e0,y).', 'zero(v_v,e1).', 'mark(v_v,bar).', 'verde_ordinal_sort(v_v,e0,y,""region"",""[\'England\', \'North West\', \'North East\', \'Yorkshire and the Humber\', \'West Midlands\', \'East Midlands\', \'South West\', \'South East\', \'Eastern\', \'London\']"").']","{'mark': 'bar', 'encoding': {'y': {'type': 'nominal', 'field': 'region', 'sort': ['England', 'North West', 'North East', 'Yorkshire and the Humber', 'West Midlands', 'East Midlands', 'South West', 'South East', 'Eastern', 'London']}, 'x': {'type': 'quantitative', 'aggregate': 'sum', 'field': 'zero_hr_contract_all_pct', 'scale': {'zero': True}}, 'color': {'field': 'region', 'type': 'nominal', 'scale': {'scheme': 'blues'}}}}",trial_06_st.exp_01a1_verde_m03_c020_vl.json,3,verde,3,True
21,"{'aggregate': {'num': 1, 'weight': 4, 'cost_contrib': 4}, 'aggregate_median': {'num': 1, 'weight': 3, 'cost_contrib': 3}, 'c_d_no_overlap_bar': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'continuous_x': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'encoding': {'num': 2, 'weight': 0, 'cost_contrib': 0}, 'encoding_field': {'num': 2, 'weight': 6, 'cost_contrib': 12}, 'nominal_y': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'type_n': {'num': 1, 'weight': 2, 'cost_contrib': 2}, 'type_q': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'verde_color_double_enc_scheme': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'verde_ordinal_sort': {'num': 1, 'weight': 0, 'cost_contrib': 0}}","['view(v_v).', 'encoding(v_v,e0).', 'encoding(v_v,e1).', 'type(v_v,e0,nominal).', 'field(v_v,e0,""region"").', 'type(v_v,e1,quantitative).', 'field(v_v,e1,""zero_hr_contract_all_pct"").', 'aggregate(v_v,e1,median).', 'verde_color_double_enc_scheme(v_v,e0,""region"",nominal,""{""scheme"": ""blues""}"",3).', 'channel(v_v,e1,x).', 'channel(v_v,e0,y).', 'zero(v_v,e1).', 'mark(v_v,bar).', 'verde_ordinal_sort(v_v,e0,y,""region"",""[\'England\', \'North West\', \'North East\', \'Yorkshire and the Humber\', \'West Midlands\', \'East Midlands\', \'South West\', \'South East\', \'Eastern\', \'London\']"").']","{'mark': 'bar', 'encoding': {'y': {'type': 'nominal', 'field': 'region', 'sort': ['England', 'North West', 'North East', 'Yorkshire and the Humber', 'West Midlands', 'East Midlands', 'South West', 'South East', 'Eastern', 'London']}, 'x': {'type': 'quantitative', 'aggregate': 'median', 'field': 'zero_hr_contract_all_pct', 'scale': {'zero': True}}, 'color': {'field': 'region', 'type': 'nominal', 'scale': {'scheme': 'blues'}}}}",trial_06_st.exp_01a1_verde_m04_c021_vl.json,5,verde,4,True
22,"{'aggregate': {'num': 1, 'weight': 4, 'cost_contrib': 4}, 'aggregate_max': {'num': 1, 'weight': 4, 'cost_contrib': 4}, 'c_d_no_overlap_bar': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'continuous_x': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'encoding': {'num': 2, 'weight': 0, 'cost_contrib': 0}, 'encoding_field': {'num': 2, 'weight': 6, 'cost_contrib': 12}, 'nominal_y': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'type_n': {'num': 1, 'weight': 2, 'cost_contrib': 2}, 'type_q': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'verde_color_double_enc_scheme': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'verde_ordinal_sort': {'num': 1, 'weight': 0, 'cost_contrib': 0}}","['view(v_v).', 'encoding(v_v,e0).', 'encoding(v_v,e1).', 'type(v_v,e0,nominal).', 'field(v_v,e0,""region"").', 'type(v_v,e1,quantitative).', 'field(v_v,e1,""zero_hr_contract_all_pct"").', 'aggregate(v_v,e1,max).', 'verde_color_double_enc_scheme(v_v,e0,""region"",nominal,""{""scheme"": ""blues""}"",3).', 'channel(v_v,e1,x).', 'channel(v_v,e0,y).', 'zero(v_v,e1).', 'mark(v_v,bar).', 'verde_ordinal_sort(v_v,e0,y,""region"",""[\'England\', \'North West\', \'North East\', \'Yorkshire and the Humber\', \'West Midlands\', \'East Midlands\', \'South West\', \'South East\', \'Eastern\', \'London\']"").']","{'mark': 'bar', 'encoding': {'y': {'type': 'nominal', 'field': 'region', 'sort': ['England', 'North West', 'North East', 'Yorkshire and the Humber', 'West Midlands', 'East Midlands', 'South West', 'South East', 'Eastern', 'London']}, 'x': {'type': 'quantitative', 'aggregate': 'max', 'field': 'zero_hr_contract_all_pct', 'scale': {'zero': True}}, 'color': {'field': 'region', 'type': 'nominal', 'scale': {'scheme': 'blues'}}}}",trial_06_st.exp_01a1_verde_m05_c022_vl.json,7,verde,5,True
22,"{'aggregate': {'num': 1, 'weight': 4, 'cost_contrib': 4}, 'aggregate_min': {'num': 1, 'weight': 4, 'cost_contrib': 4}, 'c_d_no_overlap_bar': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'continuous_x': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'encoding': {'num': 2, 'weight': 0, 'cost_contrib': 0}, 'encoding_field': {'num': 2, 'weight': 6, 'cost_contrib': 12}, 'nominal_y': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'type_n': {'num': 1, 'weight': 2, 'cost_contrib': 2}, 'type_q': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'verde_color_double_enc_scheme': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'verde_ordinal_sort': {'num': 1, 'weight': 0, 'cost_contrib': 0}}","['view(v_v).', 'encoding(v_v,e0).', 'encoding(v_v,e1).', 'type(v_v,e0,nominal).', 'field(v_v,e0,""region"").', 'type(v_v,e1,quantitative).', 'field(v_v,e1,""zero_hr_contract_all_pct"").', 'aggregate(v_v,e1,min).', 'verde_color_double_enc_scheme(v_v,e0,""region"",nominal,""{""scheme"": ""blues""}"",3).', 'channel(v_v,e1,x).', 'channel(v_v,e0,y).', 'zero(v_v,e1).', 'mark(v_v,bar).', 'verde_ordinal_sort(v_v,e0,y,""region"",""[\'England\', \'North West\', \'North East\', \'Yorkshire and the Humber\', \'West Midlands\', \'East Midlands\', \'South West\', \'South East\', \'Eastern\', \'London\']"").']","{'mark': 'bar', 'encoding': {'y': {'type': 'nominal', 'field': 'region', 'sort': ['England', 'North West', 'North East', 'Yorkshire and the Humber', 'West Midlands', 'East Midlands', 'South West', 'South East', 'Eastern', 'London']}, 'x': {'type': 'quantitative', 'aggregate': 'min', 'field': 'zero_hr_contract_all_pct', 'scale': {'zero': True}}, 'color': {'field': 'region', 'type': 'nominal', 'scale': {'scheme': 'blues'}}}}",trial_06_st.exp_01a1_verde_m06_c022_vl.json,8,verde,6,True
22,"{'aggregate': {'num': 1, 'weight': 4, 'cost_contrib': 4}, 'aggregate_mean': {'num': 1, 'weight': 1, 'cost_contrib': 1}, 'c_d_no_overlap_bar': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'continuous_y': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'encoding': {'num': 2, 'weight': 0, 'cost_contrib': 0}, 'encoding_field': {'num': 2, 'weight': 6, 'cost_contrib': 12}, 'nominal_x': {'num': 1, 'weight': 3, 'cost_contrib': 3}, 'type_n': {'num': 1, 'weight': 2, 'cost_contrib': 2}, 'type_q': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'verde_color_double_enc_scheme': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'verde_ordinal_sort': {'num': 1, 'weight': 0, 'cost_contrib': 0}}","['view(v_v).', 'encoding(v_v,e0).', 'encoding(v_v,e1).', 'type(v_v,e0,nominal).', 'field(v_v,e0,""region"").', 'type(v_v,e1,quantitative).', 'field(v_v,e1,""zero_hr_contract_all_pct"").', 'aggregate(v_v,e1,mean).', 'verde_color_double_enc_scheme(v_v,e0,""region"",nominal,""{""scheme"": ""blues""}"",3).', 'channel(v_v,e0,x).', 'channel(v_v,e1,y).', 'zero(v_v,e1).', 'mark(v_v,bar).', 'verde_ordinal_sort(v_v,e0,x,""region"",""[\'England\', \'North West\', \'North East\', \'Yorkshire and the Humber\', \'West Midlands\', \'East Midlands\', \'South West\', \'South East\', \'Eastern\', \'London\']"").']","{'mark': 'bar', 'encoding': {'x': {'type': 'nominal', 'field': 'region', 'sort': ['England', 'North West', 'North East', 'Yorkshire and the Humber', 'West Midlands', 'East Midlands', 'South West', 'South East', 'Eastern', 'London']}, 'y': {'type': 'quantitative', 'aggregate': 'mean', 'field': 'zero_hr_contract_all_pct', 'scale': {'zero': True}}, 'color': {'field': 'region', 'type': 'nominal', 'scale': {'scheme': 'blues'}}}}",trial_06_st.exp_01a1_verde_m07_c022_vl.json,4,verde,7,True
23,"{'aggregate': {'num': 1, 'weight': 4, 'cost_contrib': 4}, 'aggregate_sum': {'num': 1, 'weight': 2, 'cost_contrib': 2}, 'c_d_no_overlap_bar': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'continuous_y': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'encoding': {'num': 2, 'weight': 0, 'cost_contrib': 0}, 'encoding_field': {'num': 2, 'weight': 6, 'cost_contrib': 12}, 'nominal_x': {'num': 1, 'weight': 3, 'cost_contrib': 3}, 'type_n': {'num': 1, 'weight': 2, 'cost_contrib': 2}, 'type_q': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'verde_color_double_enc_scheme': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'verde_ordinal_sort': {'num': 1, 'weight': 0, 'cost_contrib': 0}}","['view(v_v).', 'encoding(v_v,e0).', 'encoding(v_v,e1).', 'type(v_v,e0,nominal).', 'field(v_v,e0,""region"").', 'type(v_v,e1,quantitative).', 'field(v_v,e1,""zero_hr_contract_all_pct"").', 'aggregate(v_v,e1,sum).', 'verde_color_double_enc_scheme(v_v,e0,""region"",nominal,""{""scheme"": ""blues""}"",3).', 'channel(v_v,e0,x).', 'channel(v_v,e1,y).', 'zero(v_v,e1).', 'mark(v_v,bar).', 'verde_ordinal_sort(v_v,e0,x,""region"",""[\'England\', \'North West\', \'North East\', \'Yorkshire and the Humber\', \'West Midlands\', \'East Midlands\', \'South West\', \'South East\', \'Eastern\', \'London\']"").']","{'mark': 'bar', 'encoding': {'x': {'type': 'nominal', 'field': 'region', 'sort': ['England', 'North West', 'North East', 'Yorkshire and the Humber', 'West Midlands', 'East Midlands', 'South West', 'South East', 'Eastern', 'London']}, 'y': {'type': 'quantitative', 'aggregate': 'sum', 'field': 'zero_hr_contract_all_pct', 'scale': {'zero': True}}, 'color': {'field': 'region', 'type': 'nominal', 'scale': {'scheme': 'blues'}}}}",trial_06_st.exp_01a1_verde_m08_c023_vl.json,6,verde,8,True
23,"{'aggregate': {'num': 1, 'weight': 4, 'cost_contrib': 4}, 'aggregate_stdev': {'num': 1, 'weight': 5, 'cost_contrib': 5}, 'c_d_no_overlap_bar': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'continuous_x': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'encoding': {'num': 2, 'weight': 0, 'cost_contrib': 0}, 'encoding_field': {'num': 2, 'weight': 6, 'cost_contrib': 12}, 'nominal_y': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'type_n': {'num': 1, 'weight': 2, 'cost_contrib': 2}, 'type_q': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'verde_color_double_enc_scheme': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'verde_ordinal_sort': {'num': 1, 'weight': 0, 'cost_contrib': 0}}","['view(v_v).', 'encoding(v_v,e0).', 'encoding(v_v,e1).', 'type(v_v,e0,nominal).', 'field(v_v,e0,""region"").', 'type(v_v,e1,quantitative).', 'field(v_v,e1,""zero_hr_contract_all_pct"").', 'aggregate(v_v,e1,stdev).', 'verde_color_double_enc_scheme(v_v,e0,""region"",nominal,""{""scheme"": ""blues""}"",3).', 'channel(v_v,e1,x).', 'channel(v_v,e0,y).', 'zero(v_v,e1).', 'mark(v_v,bar).', 'verde_ordinal_sort(v_v,e0,y,""region"",""[\'England\', \'North West\', \'North East\', \'Yorkshire and the Humber\', \'West Midlands\', \'East Midlands\', \'South West\', \'South East\', \'Eastern\', \'London\']"").']","{'mark': 'bar', 'encoding': {'y': {'type': 'nominal', 'field': 'region', 'sort': ['England', 'North West', 'North East', 'Yorkshire and the Humber', 'West Midlands', 'East Midlands', 'South West', 'South East', 'Eastern', 'London']}, 'x': {'type': 'quantitative', 'aggregate': 'stdev', 'field': 'zero_hr_contract_all_pct', 'scale': {'zero': True}}, 'color': {'field': 'region', 'type': 'nominal', 'scale': {'scheme': 'blues'}}}}",trial_06_st.exp_01a1_verde_m09_c023_vl.json,10,verde,9,True
24,"{'c_d_tick': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'continuous_x': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'encoding': {'num': 2, 'weight': 0, 'cost_contrib': 0}, 'encoding_field': {'num': 2, 'weight': 6, 'cost_contrib': 12}, 'nominal_column': {'num': 1, 'weight': 9, 'cost_contrib': 9}, 'type_n': {'num': 1, 'weight': 2, 'cost_contrib': 2}, 'type_q': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'verde_color_double_enc_scheme': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'verde_ordinal_sort': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'x_column': {'num': 1, 'weight': 1, 'cost_contrib': 1}}","['view(v_v).', 'encoding(v_v,e0).', 'encoding(v_v,e1).', 'type(v_v,e0,nominal).', 'field(v_v,e0,""region"").', 'type(v_v,e1,quantitative).', 'field(v_v,e1,""zero_hr_contract_all_pct"").', 'verde_color_double_enc_scheme(v_v,e0,""region"",nominal,""{""scheme"": ""blues""}"",3).', 'channel(v_v,e1,x).', 'channel(v_v,e0,column).', 'zero(v_v,e1).', 'mark(v_v,tick).', 'verde_ordinal_sort(v_v,e0,column,""region"",""[\'England\', \'North West\', \'North East\', \'Yorkshire and the Humber\', \'West Midlands\', \'East Midlands\', \'South West\', \'South East\', \'Eastern\', \'London\']"").']","{'mark': 'tick', 'encoding': {'column': {'type': 'nominal', 'field': 'region', 'sort': ['England', 'North West', 'North East', 'Yorkshire and the Humber', 'West Midlands', 'East Midlands', 'South West', 'South East', 'Eastern', 'London']}, 'x': {'type': 'quantitative', 'field': 'zero_hr_contract_all_pct', 'scale': {'zero': True}}, 'color': {'field': 'region', 'type': 'nominal', 'scale': {'scheme': 'blues'}}}}",trial_06_st.exp_01a1_verde_m10_c024_vl.json,11,verde,10,True
24,"{'c_d_no_overlap_point': {'num': 1, 'weight': 10, 'cost_contrib': 10}, 'continuous_x': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'encoding': {'num': 2, 'weight': 0, 'cost_contrib': 0}, 'encoding_field': {'num': 2, 'weight': 6, 'cost_contrib': 12}, 'nominal_y': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'type_n': {'num': 1, 'weight': 2, 'cost_contrib': 2}, 'type_q': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'verde_color_double_enc_scheme': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'verde_ordinal_sort': {'num': 1, 'weight': 0, 'cost_contrib': 0}}","['view(v_v).', 'encoding(v_v,e0).', 'encoding(v_v,e1).', 'type(v_v,e0,nominal).', 'field(v_v,e0,""region"").', 'type(v_v,e1,quantitative).', 'field(v_v,e1,""zero_hr_contract_all_pct"").', 'verde_color_double_enc_scheme(v_v,e0,""region"",nominal,""{""scheme"": ""blues""}"",3).', 'channel(v_v,e1,x).', 'channel(v_v,e0,y).', 'zero(v_v,e1).', 'mark(v_v,point).', 'verde_ordinal_sort(v_v,e0,y,""region"",""[\'England\', \'North West\', \'North East\', \'Yorkshire and the Humber\', \'West Midlands\', \'East Midlands\', \'South West\', \'South East\', \'Eastern\', \'London\']"").']","{'mark': 'point', 'encoding': {'y': {'type': 'nominal', 'field': 'region', 'sort': ['England', 'North West', 'North East', 'Yorkshire and the Humber', 'West Midlands', 'East Midlands', 'South West', 'South East', 'Eastern', 'London']}, 'x': {'type': 'quantitative', 'field': 'zero_hr_contract_all_pct', 'scale': {'zero': True}}, 'color': {'field': 'region', 'type': 'nominal', 'scale': {'scheme': 'blues'}}}}",trial_06_st.exp_01a1_verde_m11_c024_vl.json,13,verde,11,True
24,"{'c_d_tick': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'continuous_y': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'encoding': {'num': 2, 'weight': 0, 'cost_contrib': 0}, 'encoding_field': {'num': 2, 'weight': 6, 'cost_contrib': 12}, 'nominal_row': {'num': 1, 'weight': 8, 'cost_contrib': 8}, 'only_x': {'num': 1, 'weight': 1, 'cost_contrib': 1}, 'type_n': {'num': 1, 'weight': 2, 'cost_contrib': 2}, 'type_q': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'verde_color_double_enc_scheme': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'verde_ordinal_sort': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'y_row': {'num': 1, 'weight': 1, 'cost_contrib': 1}}","['view(v_v).', 'encoding(v_v,e0).', 'encoding(v_v,e1).', 'type(v_v,e0,nominal).', 'field(v_v,e0,""region"").', 'type(v_v,e1,quantitative).', 'field(v_v,e1,""zero_hr_contract_all_pct"").', 'verde_color_double_enc_scheme(v_v,e0,""region"",nominal,""{""scheme"": ""blues""}"",3).', 'channel(v_v,e1,y).', 'channel(v_v,e0,row).', 'zero(v_v,e1).', 'mark(v_v,tick).', 'verde_ordinal_sort(v_v,e0,row,""region"",""[\'England\', \'North West\', \'North East\', \'Yorkshire and the Humber\', \'West Midlands\', \'East Midlands\', \'South West\', \'South East\', \'Eastern\', \'London\']"").']","{'mark': 'tick', 'encoding': {'row': {'type': 'nominal', 'field': 'region', 'sort': ['England', 'North West', 'North East', 'Yorkshire and the Humber', 'West Midlands', 'East Midlands', 'South West', 'South East', 'Eastern', 'London']}, 'y': {'type': 'quantitative', 'field': 'zero_hr_contract_all_pct', 'scale': {'zero': True}}, 'color': {'field': 'region', 'type': 'nominal', 'scale': {'scheme': 'blues'}}}}",trial_06_st.exp_01a1_verde_m12_c024_vl.json,12,verde,12,True
24,"{'aggregate': {'num': 1, 'weight': 4, 'cost_contrib': 4}, 'aggregate_median': {'num': 1, 'weight': 3, 'cost_contrib': 3}, 'c_d_no_overlap_bar': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'continuous_y': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'encoding': {'num': 2, 'weight': 0, 'cost_contrib': 0}, 'encoding_field': {'num': 2, 'weight': 6, 'cost_contrib': 12}, 'nominal_x': {'num': 1, 'weight': 3, 'cost_contrib': 3}, 'type_n': {'num': 1, 'weight': 2, 'cost_contrib': 2}, 'type_q': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'verde_color_double_enc_scheme': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'verde_ordinal_sort': {'num': 1, 'weight': 0, 'cost_contrib': 0}}","['view(v_v).', 'encoding(v_v,e0).', 'encoding(v_v,e1).', 'type(v_v,e0,nominal).', 'field(v_v,e0,""region"").', 'type(v_v,e1,quantitative).', 'field(v_v,e1,""zero_hr_contract_all_pct"").', 'aggregate(v_v,e1,median).', 'verde_color_double_enc_scheme(v_v,e0,""region"",nominal,""{""scheme"": ""blues""}"",3).', 'channel(v_v,e0,x).', 'channel(v_v,e1,y).', 'zero(v_v,e1).', 'mark(v_v,bar).', 'verde_ordinal_sort(v_v,e0,x,""region"",""[\'England\', \'North West\', \'North East\', \'Yorkshire and the Humber\', \'West Midlands\', \'East Midlands\', \'South West\', \'South East\', \'Eastern\', \'London\']"").']","{'mark': 'bar', 'encoding': {'x': {'type': 'nominal', 'field': 'region', 'sort': ['England', 'North West', 'North East', 'Yorkshire and the Humber', 'West Midlands', 'East Midlands', 'South West', 'South East', 'Eastern', 'London']}, 'y': {'type': 'quantitative', 'aggregate': 'median', 'field': 'zero_hr_contract_all_pct', 'scale': {'zero': True}}, 'color': {'field': 'region', 'type': 'nominal', 'scale': {'scheme': 'blues'}}}}",trial_06_st.exp_01a1_verde_m13_c024_vl.json,9,verde,13,True
